feature	isolate	nearest_gene	nearest_te	scaffold
atg660	MNH120	846	1	scaffold_121
atg661	MNH120	176	399	scaffold_121
atg662	MNH120	85	10	scaffold_121
atg663	MNH120	85	33	scaffold_121
atg664	MNH120	70	2180	scaffold_121
atg665	MNH120	70	3590	scaffold_121
atg666	MNH120	143	3744	scaffold_121
atg667	MNH120	391	688	scaffold_121
atg1535	MNH120	985	1428	scaffold_234
atg1536	MNH120	521	5029	scaffold_234
atg1537	MNH120	521	9267	scaffold_234
atg1538	MNH120	970	10924	scaffold_234
atg1539	MNH120	935	12186	scaffold_234
atg1540	MNH120	437	10517	scaffold_234
atg1541	MNH120	437	9504	scaffold_234
atg1542	MNH120	691	7457	scaffold_234
atg1543	MNH120	675	4316	scaffold_234
atg1544	MNH120	57	2426	scaffold_234
atg1545	MNH120	57	1974	scaffold_234
atg1546	MNH120	30	735	scaffold_234
atg1547	MNH120	30	777	scaffold_234
atg1548	MNH120	1404	122	scaffold_234
atg1549	MNH120	783	510	scaffold_234
atg1550	MNH120	783	136	scaffold_234
atg1551	MNH120	1497	440	scaffold_234
atg1552	MNH120	741	6823	scaffold_234
atg1553	MNH120	604	8483	scaffold_234
atg1554	MNH120	604	9330	scaffold_234
atg1555	MNH120	1423	15472	scaffold_234
atg1556	MNH120	1088	13379	scaffold_234
atg1557	MNH120	188	7618	scaffold_234
atg1558	MNH120	188	6726	scaffold_234
atg1559	MNH120	2274	766	scaffold_234
atg1560	MNH120	2274	944	scaffold_234
atg1561	MNH120	552	1285	scaffold_234
atg1562	MNH120	260	5735	scaffold_234
atg1563	MNH120	260	4412	scaffold_234
atg1564	MNH120	845	2098	scaffold_234
atg1565	MNH120	1487	1144	scaffold_234
atg1566	MNH120	56	3415	scaffold_234
atg1567	MNH120	34	8199	scaffold_234
atg1568	MNH120	34	7928	scaffold_234
atg1569	MNH120	744	5215	scaffold_234
atg1570	MNH120	772	2415	scaffold_234
atg1571	MNH120	1460	477	scaffold_234
atg1572	MNH120	1793	282	scaffold_234
atg1573	MNH120	1793	472	scaffold_234
atg1574	MNH120	2295	30	scaffold_234
atg1575	MNH120	401	21	scaffold_234
atg1576	MNH120	401	2210	scaffold_234
atg1577	MNH120	659	3292	scaffold_234
atg1578	MNH120	774	5825	scaffold_234
atg1579	MNH120	1306	8965	scaffold_234
atg1580	MNH120	68	3459	scaffold_234
atg1581	MNH120	68	183	scaffold_234
atg1582	MNH120	767	119	scaffold_234
atg1583	MNH120	906	397	scaffold_234
atg1584	MNH120	906	3519	scaffold_234
atg1585	MNH120	1485	6951	scaffold_234
atg1586	MNH120	676	3923	scaffold_234
atg1587	MNH120	676	115	scaffold_234
atg9981	MNH120	4133	227	scaffold_956
atg9982	MNH120	3217	40	scaffold_956
atg9983	MNH120	378	65	scaffold_956
atg9984	MNH120	378	37	scaffold_956
atg9985	MNH120	264	5	scaffold_956
atg9986	MNH120	264	29	scaffold_956
atg9987	MNH120	636	5	scaffold_956
atg9988	MNH120	778	18	scaffold_956
atg9989	MNH120	1515	1	scaffold_956
atg9990	MNH120	214	34	scaffold_956
atg9991	MNH120	214	10	scaffold_956
atg9992	MNH120	806	1	scaffold_956
atg9993	MNH120	806	2	scaffold_956
atg9994	MNH120	957	86	scaffold_956
atg9995	MNH120	736	51	scaffold_956
atg9996	MNH120	736	39	scaffold_956
atg9997	MNH120	88	29	scaffold_956
atg9998	MNH120	88	3	scaffold_956
atg9999	MNH120	119	10	scaffold_956
atg10000	MNH120	3045	60	scaffold_956
atg10001	MNH120	5644	44	scaffold_956
atg10002	MNH120	1531	20	scaffold_956
atg10003	MNH120	157	20	scaffold_956
atg10004	MNH120	157	74	scaffold_956
atg10005	MNH120	163	268	scaffold_956
atg10006	MNH120	409	93	scaffold_956
atg10007	MNH120	409	30	scaffold_956
atg10008	MNH120	3564	124	scaffold_956
atg10009	MNH120	541	4	scaffold_956
atg10010	MNH120	444	8	scaffold_956
atg10011	MNH120	444	8	scaffold_956
atg10012	MNH120	420	105	scaffold_956
atg10013	MNH120	251	110	scaffold_956
atg10014	MNH120	251	27	scaffold_956
atg10015	MNH120	227	30	scaffold_956
atg10016	MNH120	227	6	scaffold_956
atg10017	MNH120	816	54	scaffold_956
atg10018	MNH120	509	41	scaffold_956
atg10019	MNH120	57	16	scaffold_956
atg10020	MNH120	57	42	scaffold_956
atg10021	MNH120	280	33	scaffold_956
atg10022	MNH120	280	6	scaffold_956
atg10023	MNH120	180	106	scaffold_956
atg10024	MNH120	135	7	scaffold_956
atg10025	MNH120	135	147	scaffold_956
atg958	MNH120	61	21045	scaffold_67
atg959	MNH120	61	17969	scaffold_67
atg960	MNH120	507	15941	scaffold_67
atg961	MNH120	510	8744	scaffold_67
atg962	MNH120	510	5941	scaffold_67
atg963	MNH120	374	4197	scaffold_67
atg964	MNH120	374	2779	scaffold_67
atg965	MNH120	1185	427	scaffold_67
atg966	MNH120	75	1058	scaffold_67
atg967	MNH120	75	330	scaffold_67
atg968	MNH120	81	180	scaffold_67
atg969	MNH120	81	517	scaffold_67
atg970	MNH120	573	1501	scaffold_67
atg971	MNH120	170	4204	scaffold_67
atg972	MNH120	170	6666	scaffold_67
atg973	MNH120	871	5430	scaffold_67
atg974	MNH120	871	4196	scaffold_67
atg975	MNH120	532	2377	scaffold_67
atg976	MNH120	532	532	scaffold_67
atg977	MNH120	983	250	scaffold_67
atg978	MNH120	1739	263	scaffold_67
atg979	MNH120	1365	359	scaffold_67
atg980	MNH120	1365	2062	scaffold_67
atg981	MNH120	2523	292	scaffold_67
atg982	MNH120	2688	29	scaffold_67
atg983	MNH120	719	510	scaffold_67
atg984	MNH120	224	1856	scaffold_67
atg985	MNH120	224	517	scaffold_67
atg986	MNH120	1056	673	scaffold_67
atg987	MNH120	651	2191	scaffold_67
atg988	MNH120	651	3883	scaffold_67
atg989	MNH120	804	3377	scaffold_67
atg990	MNH120	1532	32	scaffold_67
atg46	MNH120	322	1	scaffold_25
atg47	MNH120	322	22	scaffold_25
atg48	MNH120	480	10	scaffold_25
atg5290	MNH120	399	5	scaffold_744
atg5291	MNH120	121	3	scaffold_744
atg5292	MNH120	121	7	scaffold_744
atg5293	MNH120	1630	93	scaffold_744
atg5294	MNH120	136	40	scaffold_744
atg5295	MNH120	136	246	scaffold_744
atg5296	MNH120	315	16	scaffold_744
atg5297	MNH120	723	26	scaffold_744
atg5298	MNH120	573	83	scaffold_744
atg5299	MNH120	573	6	scaffold_744
atg5300	MNH120	385	351	scaffold_744
atg5301	MNH120	124	8	scaffold_744
atg5302	MNH120	124	1	scaffold_744
atg5303	MNH120	914	36	scaffold_744
atg5304	MNH120	592	52	scaffold_744
atg5305	MNH120	592	55	scaffold_744
atg364	MNH120	1146	239	scaffold_89
atg365	MNH120	1146	24	scaffold_89
atg366	MNH120	4994	52	scaffold_89
atg8513	MNH120	1338	180	scaffold_580
atg8514	MNH120	439	2573	scaffold_580
atg8515	MNH120	389	3919	scaffold_580
atg8516	MNH120	389	5465	scaffold_580
atg8517	MNH120	403	7954	scaffold_580
atg8518	MNH120	403	5940	scaffold_580
atg8519	MNH120	1414	3529	scaffold_580
atg8520	MNH120	1414	364	scaffold_580
atg8521	MNH120	989	330	scaffold_580
atg8522	MNH120	419	3798	scaffold_580
atg8523	MNH120	419	6116	scaffold_580
atg8524	MNH120	569	8510	scaffold_580
atg8525	MNH120	309	4104	scaffold_580
atg8526	MNH120	309	3366	scaffold_580
atg8527	MNH120	282	882	scaffold_580
atg8528	MNH120	282	120	scaffold_580
atg8529	MNH120	748	520	scaffold_580
atg8530	MNH120	748	2851	scaffold_580
atg8531	MNH120	257	254	scaffold_580
atg8532	MNH120	257	3	scaffold_580
atg8533	MNH120	3118	17	scaffold_580
atg8534	MNH120	4546	86	scaffold_580
atg8535	MNH120	4546	2869	scaffold_580
atg8536	MNH120	1957	9573	scaffold_580
atg8537	MNH120	1057	11845	scaffold_580
atg8538	MNH120	1057	13361	scaffold_580
atg8539	MNH120	1210	15330	scaffold_580
atg8540	MNH120	511	15221	scaffold_580
atg8541	MNH120	511	13600	scaffold_580
atg8542	MNH120	589	12147	scaffold_580
atg8543	MNH120	683	10697	scaffold_580
atg8544	MNH120	849	9269	scaffold_580
atg8545	MNH120	502	2495	scaffold_580
atg8546	MNH120	502	694	scaffold_580
atg8547	MNH120	1748	21	scaffold_580
atg8548	MNH120	1271	1727	scaffold_580
atg8549	MNH120	1271	4408	scaffold_580
atg8550	MNH120	1157	3808	scaffold_580
atg8551	MNH120	207	2008	scaffold_580
atg8552	MNH120	207	913	scaffold_580
atg8553	MNH120	770	281	scaffold_580
atg8554	MNH120	770	2248	scaffold_580
atg8555	MNH120	609	6154	scaffold_580
atg8556	MNH120	276	5919	scaffold_580
atg8557	MNH120	276	2476	scaffold_580
atg8558	MNH120	1310	9	scaffold_580
atg8559	MNH120	1310	500	scaffold_580
atg8560	MNH120	86	4052	scaffold_580
atg8561	MNH120	86	4393	scaffold_580
atg8562	MNH120	93	1743	scaffold_580
atg8563	MNH120	93	451	scaffold_580
atg8564	MNH120	101	70	scaffold_580
atg8565	MNH120	292	171	scaffold_580
atg8566	MNH120	209	1621	scaffold_580
atg8567	MNH120	209	628	scaffold_580
atg8568	MNH120	379	648	scaffold_580
atg8569	MNH120	379	1	scaffold_580
atg8570	MNH120	707	1005	scaffold_580
atg8571	MNH120	327	3923	scaffold_580
atg8572	MNH120	327	2686	scaffold_580
atg8573	MNH120	441	5	scaffold_580
atg8574	MNH120	2380	603	scaffold_580
atg8575	MNH120	628	1695	scaffold_580
atg8576	MNH120	628	3450	scaffold_580
atg8577	MNH120	411	6778	scaffold_580
atg8578	MNH120	411	3523	scaffold_580
atg8579	MNH120	471	1035	scaffold_580
atg8580	MNH120	1746	535	scaffold_580
atg8581	MNH120	902	228	scaffold_580
atg8582	MNH120	737	2621	scaffold_580
atg8583	MNH120	737	3520	scaffold_580
atg8584	MNH120	2080	485	scaffold_580
atg8585	MNH120	2080	1124	scaffold_580
atg8586	MNH120	747	723	scaffold_580
atg8587	MNH120	747	192	scaffold_580
atg8588	MNH120	808	538	scaffold_580
atg8589	MNH120	2539	4513	scaffold_580
atg8590	MNH120	2784	615	scaffold_580
atg8591	MNH120	2666	30	scaffold_580
atg8592	MNH120	86	40	scaffold_580
atg8593	MNH120	86	544	scaffold_580
atg8594	MNH120	4422	28	scaffold_580
atg8595	MNH120	7891	279	scaffold_580
atg8596	MNH120	522	59	scaffold_580
atg8597	MNH120	522	245	scaffold_580
atg8598	MNH120	827	226	scaffold_580
atg8599	MNH120	429	2309	scaffold_580
atg8600	MNH120	429	3878	scaffold_580
atg8601	MNH120	883	4070	scaffold_580
atg8602	MNH120	506	2063	scaffold_580
atg8603	MNH120	506	1175	scaffold_580
atg8604	MNH120	1881	1911	scaffold_580
atg8605	MNH120	191	7634	scaffold_580
atg8606	MNH120	191	10308	scaffold_580
atg8607	MNH120	1848	14593	scaffold_580
atg8608	MNH120	83	10978	scaffold_580
atg8609	MNH120	83	9023	scaffold_580
atg8610	MNH120	1194	2022	scaffold_580
atg8611	MNH120	852	4551	scaffold_580
atg8612	MNH120	75	1379	scaffold_580
atg8613	MNH120	75	1045	scaffold_580
atg8614	MNH120	2209	521	scaffold_580
atg8615	MNH120	74	273	scaffold_580
atg8616	MNH120	74	656	scaffold_580
atg8617	MNH120	1458	70	scaffold_580
atg8618	MNH120	1458	530	scaffold_580
atg8619	MNH120	111	50	scaffold_580
atg8620	MNH120	111	1643	scaffold_580
atg8621	MNH120	652	2407	scaffold_580
atg8622	MNH120	271	942	scaffold_580
atg8623	MNH120	271	266	scaffold_580
atg8624	MNH120	4506	51	scaffold_580
atg8625	MNH120	818	636	scaffold_580
atg8626	MNH120	231	1786	scaffold_580
atg8627	MNH120	231	541	scaffold_580
atg8628	MNH120	337	86	scaffold_580
atg8629	MNH120	337	523	scaffold_580
atg8630	MNH120	855	82	scaffold_580
atg8631	MNH120	631	2730	scaffold_580
atg8632	MNH120	324	1685	scaffold_580
atg8633	MNH120	324	442	scaffold_580
atg8634	MNH120	1021	1463	scaffold_580
atg8635	MNH120	1118	4848	scaffold_580
atg8636	MNH120	798	7812	scaffold_580
atg8637	MNH120	798	9354	scaffold_580
atg8638	MNH120	1840	13298	scaffold_580
atg8639	MNH120	580	17860	scaffold_580
atg8640	MNH120	580	16208	scaffold_580
atg8641	MNH120	137	14452	scaffold_580
atg8642	MNH120	40	14108	scaffold_580
atg8643	MNH120	40	12676	scaffold_580
atg8644	MNH120	293	8703	scaffold_580
atg8645	MNH120	282	6041	scaffold_580
atg8646	MNH120	282	5203	scaffold_580
atg8647	MNH120	256	3423	scaffold_580
atg8648	MNH120	256	204	scaffold_580
atg8649	MNH120	8404	9	scaffold_580
atg8650	MNH120	3051	37	scaffold_580
atg8651	MNH120	943	2723	scaffold_580
atg8652	MNH120	266	5109	scaffold_580
atg8653	MNH120	29	3784	scaffold_580
atg8654	MNH120	29	3242	scaffold_580
atg8655	MNH120	2351	137	scaffold_580
atg8656	MNH120	677	343	scaffold_580
atg8657	MNH120	458	3693	scaffold_580
atg8658	MNH120	458	5991	scaffold_580
atg8659	MNH120	269	8806	scaffold_580
atg8660	MNH120	269	5826	scaffold_580
atg8661	MNH120	156	2338	scaffold_580
atg8662	MNH120	156	1143	scaffold_580
atg8663	MNH120	359	328	scaffold_580
atg8664	MNH120	637	222	scaffold_580
atg8665	MNH120	1116	5134	scaffold_580
atg8666	MNH120	711	3315	scaffold_580
atg8667	MNH120	711	1448	scaffold_580
atg8668	MNH120	1375	73	scaffold_580
atg8669	MNH120	1145	1074	scaffold_580
atg8670	MNH120	273	3068	scaffold_580
atg8671	MNH120	273	4874	scaffold_580
atg8672	MNH120	336	5599	scaffold_580
atg8673	MNH120	336	3615	scaffold_580
atg8674	MNH120	992	571	scaffold_580
atg8675	MNH120	496	47	scaffold_580
atg8676	MNH120	496	49	scaffold_580
atg8677	MNH120	1129	7	scaffold_580
atg8678	MNH120	801	83	scaffold_580
atg8679	MNH120	801	4	scaffold_580
atg8680	MNH120	1627	74	scaffold_580
atg8681	MNH120	701	79	scaffold_580
atg8682	MNH120	642	14	scaffold_580
atg8683	MNH120	642	25	scaffold_580
atg8684	MNH120	1975	61	scaffold_580
atg8685	MNH120	783	237	scaffold_580
atg8686	MNH120	783	10	scaffold_580
atg8687	MNH120	3058	210	scaffold_580
atg8688	MNH120	966	57	scaffold_580
atg8689	MNH120	220	119	scaffold_580
atg8690	MNH120	220	27	scaffold_580
atg8691	MNH120	1680	69	scaffold_580
atg8692	MNH120	2205	50	scaffold_580
atg8693	MNH120	2205	6	scaffold_580
atg8694	MNH120	2194	9	scaffold_580
atg8695	MNH120	246	11	scaffold_580
atg8696	MNH120	246	43	scaffold_580
atg8697	MNH120	403	16	scaffold_580
atg8698	MNH120	295	66	scaffold_580
atg8699	MNH120	295	20	scaffold_580
atg8700	MNH120	1067	2	scaffold_580
atg8701	MNH120	380	27	scaffold_580
atg8702	MNH120	380	13	scaffold_580
atg8703	MNH120	625	8	scaffold_580
atg8704	MNH120	625	11	scaffold_580
atg8705	MNH120	1008	34	scaffold_580
atg8706	MNH120	131	1	scaffold_580
atg8707	MNH120	131	18	scaffold_580
atg8708	MNH120	219	8	scaffold_580
atg8709	MNH120	219	28	scaffold_580
atg8710	MNH120	636	20	scaffold_580
atg8711	MNH120	258	85	scaffold_580
atg8712	MNH120	258	2	scaffold_580
atg8713	MNH120	24	34	scaffold_580
atg8714	MNH120	24	36	scaffold_580
atg8715	MNH120	1480	13	scaffold_580
atg8716	MNH120	647	39	scaffold_580
atg8717	MNH120	647	69	scaffold_580
atg8718	MNH120	1981	18	scaffold_580
atg8719	MNH120	236	2	scaffold_580
atg8720	MNH120	236	37	scaffold_580
atg8721	MNH120	515	30	scaffold_580
atg8722	MNH120	541	174	scaffold_580
atg8723	MNH120	1122	9	scaffold_580
atg8724	MNH120	1122	8	scaffold_580
atg8725	MNH120	748	29	scaffold_580
atg8726	MNH120	427	30	scaffold_580
atg8727	MNH120	427	32	scaffold_580
atg8728	MNH120	269	27	scaffold_580
atg8729	MNH120	269	21	scaffold_580
atg8730	MNH120	145	67	scaffold_580
atg8731	MNH120	145	46	scaffold_580
atg8732	MNH120	674	1	scaffold_580
atg2978	MNH120	685	20	scaffold_481
atg2979	MNH120	123	46	scaffold_481
atg2980	MNH120	123	30	scaffold_481
atg2981	MNH120	1215	91	scaffold_481
atg2982	MNH120	1501	2	scaffold_481
atg11306	MNH120	541	269	scaffold_945
atg11307	MNH120	541	1185	scaffold_945
atg11308	MNH120	229	2986	scaffold_945
atg11309	MNH120	229	3095	scaffold_945
atg11310	MNH120	462	619	scaffold_945
atg11311	MNH120	614	1700	scaffold_945
atg11312	MNH120	614	479	scaffold_945
atg11313	MNH120	1403	528	scaffold_945
atg11314	MNH120	807	669	scaffold_945
atg11315	MNH120	623	2485	scaffold_945
atg11316	MNH120	623	3257	scaffold_945
atg11317	MNH120	1158	477	scaffold_945
atg11318	MNH120	625	458	scaffold_945
atg11319	MNH120	625	22	scaffold_945
atg11320	MNH120	981	252	scaffold_945
atg11321	MNH120	348	357	scaffold_945
atg11322	MNH120	348	326	scaffold_945
atg11323	MNH120	1504	62	scaffold_945
atg11324	MNH120	509	2403	scaffold_945
atg11325	MNH120	269	2059	scaffold_945
atg11326	MNH120	269	1385	scaffold_945
atg11327	MNH120	3336	3840	scaffold_945
atg11328	MNH120	1940	4355	scaffold_945
atg11329	MNH120	1940	1191	scaffold_945
atg11330	MNH120	2317	16	scaffold_945
atg11331	MNH120	264	311	scaffold_945
atg11332	MNH120	264	1707	scaffold_945
atg11333	MNH120	988	4229	scaffold_945
atg11334	MNH120	421	4060	scaffold_945
atg11335	MNH120	421	937	scaffold_945
atg11336	MNH120	2328	4185	scaffold_945
atg11337	MNH120	749	8219	scaffold_945
atg11338	MNH120	749	8459	scaffold_945
atg11339	MNH120	1591	4514	scaffold_945
atg11340	MNH120	1591	23	scaffold_945
atg11341	MNH120	921	24	scaffold_945
atg11342	MNH120	627	1491	scaffold_945
atg11343	MNH120	627	2062	scaffold_945
atg11344	MNH120	375	42	scaffold_945
atg11345	MNH120	375	333	scaffold_945
atg11346	MNH120	56	1389	scaffold_945
atg11347	MNH120	56	3164	scaffold_945
atg11348	MNH120	35	4346	scaffold_945
atg11349	MNH120	35	4947	scaffold_945
atg11350	MNH120	1226	7951	scaffold_945
atg11351	MNH120	383	9504	scaffold_945
atg11352	MNH120	333	9428	scaffold_945
atg11353	MNH120	113	7873	scaffold_945
atg11354	MNH120	24	7448	scaffold_945
atg11355	MNH120	24	6368	scaffold_945
atg11356	MNH120	412	5400	scaffold_945
atg11357	MNH120	329	3529	scaffold_945
atg11358	MNH120	329	2366	scaffold_945
atg11359	MNH120	5075	965	scaffold_945
atg11360	MNH120	3125	172	scaffold_945
atg11361	MNH120	763	3858	scaffold_945
atg11362	MNH120	70	5064	scaffold_945
atg11363	MNH120	70	4112	scaffold_945
atg11364	MNH120	486	1867	scaffold_945
atg11365	MNH120	486	640	scaffold_945
atg11366	MNH120	2353	427	scaffold_945
atg11367	MNH120	575	258	scaffold_945
atg11368	MNH120	145	1566	scaffold_945
atg11369	MNH120	145	2503	scaffold_945
atg11370	MNH120	521	3462	scaffold_945
atg11371	MNH120	21	2010	scaffold_945
atg11372	MNH120	21	1464	scaffold_945
atg11373	MNH120	457	812	scaffold_945
atg11374	MNH120	457	3014	scaffold_945
atg11375	MNH120	745	4951	scaffold_945
atg11376	MNH120	745	6776	scaffold_945
atg11377	MNH120	891	9166	scaffold_945
atg11378	MNH120	450	11062	scaffold_945
atg11379	MNH120	450	12647	scaffold_945
atg11380	MNH120	415	14378	scaffold_945
atg11381	MNH120	415	15910	scaffold_945
atg11382	MNH120	234	14576	scaffold_945
atg11383	MNH120	234	13991	scaffold_945
atg11384	MNH120	650	11955	scaffold_945
atg11385	MNH120	766	9363	scaffold_945
atg11386	MNH120	385	7109	scaffold_945
atg11387	MNH120	38	2764	scaffold_945
atg11388	MNH120	38	2471	scaffold_945
atg11389	MNH120	504	1709	scaffold_945
atg11390	MNH120	1446	1124	scaffold_945
atg11391	MNH120	414	3437	scaffold_945
atg11392	MNH120	414	5910	scaffold_945
atg11393	MNH120	661	4798	scaffold_945
atg11394	MNH120	661	3555	scaffold_945
atg11395	MNH120	1397	1786	scaffold_945
atg11396	MNH120	924	20	scaffold_945
atg11397	MNH120	924	18	scaffold_945
atg11398	MNH120	2377	2306	scaffold_945
atg11399	MNH120	1318	3469	scaffold_945
atg11400	MNH120	1318	1278	scaffold_945
atg11401	MNH120	3129	666	scaffold_945
atg11402	MNH120	3181	515	scaffold_945
atg11403	MNH120	57	380	scaffold_945
atg11404	MNH120	57	1098	scaffold_945
atg11405	MNH120	126	387	scaffold_945
atg11406	MNH120	126	1639	scaffold_945
atg11407	MNH120	493	3802	scaffold_945
atg11408	MNH120	663	5089	scaffold_945
atg11409	MNH120	1442	7590	scaffold_945
atg11410	MNH120	2062	5967	scaffold_945
atg11411	MNH120	2062	1264	scaffold_945
atg11412	MNH120	370	892	scaffold_945
atg11413	MNH120	370	3711	scaffold_945
atg11414	MNH120	478	4130	scaffold_945
atg11415	MNH120	1713	2039	scaffold_945
atg11416	MNH120	1101	1536	scaffold_945
atg11417	MNH120	1101	3258	scaffold_945
atg11418	MNH120	609	2068	scaffold_945
atg11419	MNH120	609	124	scaffold_945
atg11420	MNH120	397	481	scaffold_945
atg11421	MNH120	397	696	scaffold_945
atg11422	MNH120	1386	138	scaffold_945
atg11423	MNH120	101	1917	scaffold_945
atg11424	MNH120	69	6692	scaffold_945
atg11425	MNH120	69	7270	scaffold_945
atg11426	MNH120	413	8791	scaffold_945
atg11427	MNH120	733	13563	scaffold_945
atg11428	MNH120	208	18597	scaffold_945
atg11429	MNH120	90	17666	scaffold_945
atg11430	MNH120	90	16208	scaffold_945
atg11431	MNH120	498	14072	scaffold_945
atg11432	MNH120	740	12738	scaffold_945
atg11433	MNH120	247	11094	scaffold_945
atg11434	MNH120	247	9083	scaffold_945
atg11435	MNH120	712	7667	scaffold_945
atg11436	MNH120	944	6011	scaffold_945
atg11437	MNH120	568	2159	scaffold_945
atg11438	MNH120	568	159	scaffold_945
atg11439	MNH120	882	6108	scaffold_945
atg11440	MNH120	290	3750	scaffold_945
atg11441	MNH120	290	2882	scaffold_945
atg11442	MNH120	683	1004	scaffold_945
atg11443	MNH120	615	89	scaffold_945
atg11444	MNH120	485	1545	scaffold_945
atg11445	MNH120	485	1048	scaffold_945
atg11446	MNH120	2154	1021	scaffold_945
atg11447	MNH120	1659	293	scaffold_945
atg11448	MNH120	124	490	scaffold_945
atg11449	MNH120	124	2264	scaffold_945
atg11450	MNH120	552	5252	scaffold_945
atg11451	MNH120	507	4421	scaffold_945
atg11452	MNH120	507	3218	scaffold_945
atg11453	MNH120	634	7	scaffold_945
atg11454	MNH120	634	226	scaffold_945
atg11455	MNH120	831	2253	scaffold_945
atg11456	MNH120	694	951	scaffold_945
atg11457	MNH120	694	56	scaffold_945
atg11458	MNH120	1462	686	scaffold_945
atg11459	MNH120	411	4069	scaffold_945
atg11460	MNH120	411	5017	scaffold_945
atg11461	MNH120	1710	6725	scaffold_945
atg11462	MNH120	143	3300	scaffold_945
atg11463	MNH120	143	811	scaffold_945
atg11464	MNH120	939	269	scaffold_945
atg11465	MNH120	939	1979	scaffold_945
atg11466	MNH120	2395	1617	scaffold_945
atg11467	MNH120	1521	687	scaffold_945
atg11468	MNH120	708	6797	scaffold_945
atg11469	MNH120	708	11048	scaffold_945
atg11470	MNH120	750	7411	scaffold_945
atg11471	MNH120	394	52	scaffold_945
atg11472	MNH120	394	125	scaffold_945
atg11473	MNH120	537	12	scaffold_945
atg11474	MNH120	385	139	scaffold_945
atg11475	MNH120	30	9	scaffold_945
atg11476	MNH120	30	21	scaffold_945
atg11477	MNH120	655	1	scaffold_945
atg11478	MNH120	655	2	scaffold_945
atg11479	MNH120	516	2	scaffold_945
atg11480	MNH120	516	64	scaffold_945
atg11481	MNH120	1701	18	scaffold_945
atg11482	MNH120	1178	29	scaffold_945
atg11483	MNH120	1178	15	scaffold_945
atg11484	MNH120	331	17	scaffold_945
atg11485	MNH120	331	2	scaffold_945
atg11486	MNH120	320	62	scaffold_945
atg11487	MNH120	176	154	scaffold_945
atg11488	MNH120	176	4	scaffold_945
atg11489	MNH120	668	92	scaffold_945
atg11490	MNH120	362	25	scaffold_945
atg11491	MNH120	362	17	scaffold_945
atg11492	MNH120	1328	32	scaffold_945
atg11493	MNH120	115	126	scaffold_945
atg11494	MNH120	115	60	scaffold_945
atg11495	MNH120	819	303	scaffold_945
atg11496	MNH120	163	151	scaffold_945
atg11497	MNH120	163	41	scaffold_945
atg11498	MNH120	389	13	scaffold_945
atg7033	MNH120	3778	40	scaffold_838
atg7034	MNH120	2008	3	scaffold_838
atg7035	MNH120	107	14	scaffold_838
atg7036	MNH120	107	121	scaffold_838
atg7037	MNH120	1017	112	scaffold_838
atg7038	MNH120	1017	22	scaffold_838
atg7039	MNH120	2205	20	scaffold_838
atg7040	MNH120	1524	74	scaffold_838
atg7041	MNH120	1002	172	scaffold_838
atg7042	MNH120	528	77	scaffold_838
atg7043	MNH120	528	61	scaffold_838
atg7044	MNH120	899	62	scaffold_838
atg7045	MNH120	899	160	scaffold_838
atg7046	MNH120	1232	1	scaffold_838
atg7047	MNH120	1232	14	scaffold_838
atg7048	MNH120	382	119	scaffold_838
atg7049	MNH120	382	16	scaffold_838
