isolate	length	scaffold
I9A	107544	NODE_13661_length_107724_cov_12.738434
I9A	246751	NODE_19748_length_246889_cov_13.313902
I9A	239832	NODE_38574_length_240106_cov_13.114879
I9A	37122	NODE_45562_length_36977_cov_13.106796
I9A	148126	NODE_20598_length_148487_cov_13.023073
I9A	291538	NODE_43806_length_292042_cov_12.794496
I9A	123593	NODE_16164_length_123622_cov_13.021315
I9A	489203	NODE_11636_length_489801_cov_13.105431
I9A	226476	NODE_15629_length_226622_cov_13.057091
I9A	158139	NODE_28953_length_158153_cov_12.961967
I9A	134905	NODE_6169_length_134613_cov_13.128710
I9A	358927	NODE_17842_length_359536_cov_13.628713
I9A	187251	NODE_29201_length_187623_cov_13.327566
I9A	83575	NODE_26519_length_83672_cov_13.367231
I9A	277195	NODE_19334_length_277606_cov_13.291669
I9A	179630	NODE_30099_length_179924_cov_13.528384
I9A	359971	NODE_26270_length_360631_cov_13.280170
I9A	32030	NODE_35356_length_32214_cov_12.982958
I9A	422415	NODE_48384_length_422741_cov_13.289092
I9A	77623	NODE_32775_length_77665_cov_13.414730
I9A	221766	NODE_10985_length_221739_cov_13.199911
I9A	217840	NODE_55023_length_218016_cov_13.351570
I9A	137107	NODE_13384_length_137262_cov_13.330608
I9A	93015	NODE_43499_length_93094_cov_12.766065
I9A	44570	NODE_16132_length_44496_cov_13.926869
I9A	43471	NODE_14341_length_43363_cov_12.956853
I9A	297290	NODE_1428_length_297628_cov_13.447169
I9A	136330	NODE_34837_length_136790_cov_13.366715
I9A	184105	NODE_10582_length_184261_cov_14.189220
I9A	133153	NODE_35697_length_133261_cov_14.108494
I9A	172787	NODE_26344_length_172943_cov_13.271807
I9A	234530	NODE_748_length_234884_cov_12.728760
I9A	140250	NODE_30752_length_140542_cov_13.247862
I9A	317534	NODE_33460_length_317857_cov_12.764469
I9A	27862	NODE_11756_length_27761_cov_13.507366
I9A	45560	NODE_998_length_45542_cov_12.211848
I9A	538902	NODE_5274_length_539454_cov_13.087091
I9A	166677	NODE_68250_length_166854_cov_12.977753
I9A	21618	NODE_16019_length_21488_cov_12.796258
I9A	67593	NODE_14652_length_67690_cov_12.681327
I9A	93323	NODE_26376_length_93059_cov_13.158126
I9A	300969	NODE_24354_length_301054_cov_13.123778
I9A	167338	NODE_24573_length_167656_cov_13.058471
I9A	276431	NODE_25852_length_276551_cov_13.491081
I9A	209120	NODE_56649_length_209066_cov_13.002238
I9A	105159	NODE_30479_length_105211_cov_13.107118
I9A	220420	NODE_11856_length_220603_cov_13.100901
I9A	289486	NODE_10986_length_290180_cov_13.133744
I9A	131261	NODE_31293_length_131455_cov_13.344840
I9A	187217	NODE_14734_length_187198_cov_13.542987
I9A	260360	NODE_20987_length_260507_cov_13.050851
I9A	231306	NODE_789_length_231314_cov_14.304785
I9A	70167	NODE_14493_length_70256_cov_13.331716
I9A	109350	NODE_21236_length_109282_cov_14.507284
I9A	97043	NODE_23026_length_96964_cov_13.596582
I9A	176870	NODE_21542_length_176973_cov_13.197770
I9A	36163	NODE_41942_length_36137_cov_12.501702
I9A	130696	NODE_11277_length_130979_cov_12.745073
I9A	167221	NODE_19840_length_167325_cov_13.133860
I9A	68046	NODE_142_length_68437_cov_13.544063
I9A	60014	NODE_30856_length_60037_cov_12.832320
I9A	386727	NODE_43611_length_387117_cov_13.293258
I9A	102067	NODE_15306_length_102170_cov_13.138299
I9A	201752	NODE_27142_length_201861_cov_12.913797
I9A	97404	NODE_16285_length_97480_cov_13.308114
I9A	129524	NODE_36902_length_129558_cov_13.236026
I9A	47696	NODE_25000_length_47630_cov_12.878081
I9A	106397	NODE_1662_length_106289_cov_12.876573
I9A	148593	NODE_16207_length_148685_cov_12.694065
I9A	198210	NODE_3102_length_198342_cov_12.637182
I9A	197060	NODE_20852_length_197499_cov_13.396519
I9A	47308	NODE_1053_length_47184_cov_13.069727
I9A	141728	NODE_37711_length_141750_cov_12.697855
I9A	196442	NODE_24073_length_196515_cov_13.401232
I9A	30802	NODE_10742_length_30880_cov_12.052947
I9A	177598	NODE_38650_length_177534_cov_13.432965
I9A	472261	NODE_8025_length_473223_cov_13.632370
I9A	122123	NODE_51479_length_122128_cov_13.112284
I9A	126877	NODE_52432_length_127115_cov_12.617991
I9A	92031	NODE_3258_length_92382_cov_13.050367
I9A	64235	NODE_26754_length_64234_cov_13.721472
I9A	34776	NODE_25034_length_34717_cov_13.571161
I9A	60050	NODE_14988_length_59959_cov_13.827365
I17V	60088	NODE_32556_length_60185_cov_8.807643
I17V	84506	NODE_6823_length_84687_cov_9.194469
I17V	59495	NODE_7480_length_59526_cov_9.689464
I17V	74483	NODE_13281_length_74811_cov_9.130756
I17V	368890	NODE_39033_length_370792_cov_9.426047
I17V	98223	NODE_30338_length_98321_cov_9.760244
I17V	146571	NODE_1914_length_147011_cov_9.501908
I17V	190795	NODE_29337_length_191489_cov_9.256391
I17V	177172	NODE_22011_length_177895_cov_8.983822
I17V	21023	NODE_12242_length_21162_cov_9.157310
I17V	46668	NODE_865_length_47040_cov_9.004741
I17V	10605	NODE_23352_length_10668_cov_8.931852
I17V	33156	NODE_21850_length_33188_cov_9.832349
I17V	33866	NODE_32369_length_33956_cov_9.238691
I17V	169995	NODE_27835_length_170408_cov_9.699268
I17V	106610	NODE_39933_length_106702_cov_9.382017
I17V	188078	NODE_22946_length_188213_cov_10.158730
I17V	214318	NODE_26481_length_215265_cov_9.383820
I17V	26761	NODE_25287_length_26822_cov_9.718701
I17V	57469	NODE_4821_length_57712_cov_9.158477
I17V	88920	NODE_44578_length_89411_cov_8.941226
I17V	62709	NODE_11736_length_63080_cov_9.518278
I17V	113500	NODE_49544_length_113825_cov_9.318137
I17V	165303	NODE_13585_length_166020_cov_9.342922
I17V	55404	NODE_4236_length_55552_cov_8.903262
I17V	98703	NODE_35415_length_98826_cov_9.118734
I17V	74034	NODE_31062_length_74200_cov_9.144798
I17V	91225	NODE_19688_length_91427_cov_10.767355
I17V	147876	NODE_4791_length_148274_cov_9.030545
I17V	47500	NODE_12716_length_47586_cov_9.282646
I17V	88206	NODE_1547_length_88677_cov_9.407186
I17V	49397	NODE_8358_length_49341_cov_9.194342
I17V	26366	NODE_1825_length_26328_cov_9.142055
I17V	290873	NODE_23670_length_291929_cov_9.350811
I17V	139762	NODE_44528_length_140302_cov_9.100120
I17V	106303	NODE_1935_length_106477_cov_9.661119
I17V	134255	NODE_38976_length_134819_cov_9.357895
I17V	83210	NODE_17888_length_83574_cov_9.805059
I17V	58322	NODE_24304_length_58512_cov_9.397850
I17V	109546	NODE_30558_length_109838_cov_9.390302
I17V	139557	NODE_12748_length_139863_cov_9.542309
I17V	167901	NODE_24492_length_168495_cov_9.387733
I17V	158511	NODE_37943_length_159199_cov_9.217307
I17V	167225	NODE_32566_length_167407_cov_9.206007
I17V	13290	NODE_3142_length_13180_cov_8.639681
I17V	52134	NODE_31585_length_52118_cov_9.610768
I17V	420718	NODE_24295_length_422469_cov_9.589305
I17V	187901	NODE_48054_length_188338_cov_9.972921
I17V	259538	NODE_6423_length_260223_cov_9.679621
I17V	94549	NODE_41030_length_94731_cov_9.356494
I17V	43713	NODE_11280_length_43608_cov_10.544074
I17V	43614	NODE_1834_length_43745_cov_9.364819
I17V	76061	NODE_24045_length_76236_cov_9.138373
I17V	85853	NODE_9831_length_86122_cov_9.063108
I17V	200000	NODE_30678_length_200614_cov_9.331437
I17V	267942	NODE_11762_length_269345_cov_9.332584
I17V	56594	NODE_27041_length_56645_cov_9.406585
I17V	62454	NODE_21834_length_62563_cov_10.035756
I17V	183212	NODE_33551_length_184635_cov_8.882801
I17V	152443	NODE_5330_length_152782_cov_9.378710
I17V	8005	NODE_10101_length_7895_cov_8.937049
I17V	23261	NODE_11430_length_23351_cov_9.154469
I17V	43053	NODE_4838_length_43128_cov_9.061144
I17V	482730	NODE_26898_length_484580_cov_9.504080
I17V	82114	NODE_20090_length_82357_cov_9.303205
I17V	240704	NODE_11423_length_241257_cov_9.406823
I17V	60014	NODE_12734_length_60269_cov_9.821699
I17V	92312	NODE_27216_length_92305_cov_9.529625
I17V	96876	NODE_439_length_97050_cov_9.471736
I17V	172500	NODE_2449_length_172985_cov_9.434928
I17V	172007	NODE_24188_length_172197_cov_10.206351
I17V	77032	NODE_7817_length_77400_cov_10.136318
I17V	13040	NODE_6149_length_12995_cov_9.396461
I17V	22660	NODE_23190_length_22683_cov_9.026628
I17V	142034	NODE_20314_length_142418_cov_9.476043
I17V	62115	NODE_24253_length_62025_cov_9.926626
I17V	131142	NODE_16973_length_132215_cov_9.020928
I17V	39809	NODE_23653_length_39979_cov_9.676781
I17V	190075	NODE_2209_length_190951_cov_9.394467
I17V	221190	NODE_46248_length_221896_cov_9.224637
I17V	85300	NODE_37787_length_85437_cov_9.435526
I17V	123702	NODE_9804_length_123706_cov_9.709933
I17V	86244	NODE_12255_length_86775_cov_9.056087
I17V	149679	NODE_53195_length_150117_cov_10.587428
I17V	162512	NODE_1646_length_163368_cov_9.029364
I17V	7311	NODE_10725_length_7252_cov_10.343905
I17V	68103	NODE_2657_length_68348_cov_9.341546
I17V	133440	NODE_22221_length_133706_cov_10.135402
I17V	81934	NODE_19679_length_82188_cov_9.141347
I17V	219382	NODE_13839_length_220692_cov_9.266711
I17V	234884	NODE_570_length_235322_cov_9.847439
I17V	64110	NODE_24321_length_64134_cov_9.186718
I17V	148869	NODE_30454_length_149670_cov_9.321294
I17V	107324	NODE_21245_length_107372_cov_10.110541
I17V	90880	NODE_12076_length_91212_cov_9.743422
I17V	198804	NODE_22185_length_199194_cov_10.402648
I17V	93557	NODE_22161_length_94167_cov_9.557509
I17V	153330	NODE_37043_length_153734_cov_9.288707
I17V	285490	NODE_2171_length_286836_cov_9.117729
I17V	144017	NODE_42054_length_144685_cov_9.347217
I17V	25417	NODE_2341_length_25393_cov_9.300634
I17V	44756	NODE_6862_length_44832_cov_9.974772
I17V	177557	NODE_21742_length_178485_cov_9.325249
I17V	25849	NODE_26000_length_25785_cov_9.506690
I17V	96340	NODE_32424_length_96881_cov_9.153343
I17V	77076	NODE_13849_length_77511_cov_8.871877
I17V	75299	NODE_22428_length_75618_cov_9.125499
I17V	126233	NODE_5025_length_126581_cov_9.369977
I17V	83475	NODE_23903_length_83866_cov_9.138161
I17V	177336	NODE_23620_length_178076_cov_9.422735
I17V	73195	NODE_9550_length_73297_cov_9.572384
I17V	199224	NODE_21960_length_199912_cov_9.243503
I17V	123039	NODE_13397_length_123370_cov_9.308244
I17V	3797	NODE_7944_length_3687_cov_9.005424
I17V	111508	NODE_27830_length_112083_cov_9.626580
I17V	150888	NODE_31178_length_152192_cov_9.203861
I17V	249078	NODE_32506_length_249760_cov_9.167473
I17V	59729	NODE_10312_length_59806_cov_9.315470
I17V	32763	NODE_30361_length_32738_cov_10.007483
I17V	221317	NODE_23772_length_221960_cov_9.403257
I17V	144964	NODE_2382_length_145692_cov_9.596313
I17V	25712	NODE_6948_length_25737_cov_9.522400
I17V	79821	NODE_10744_length_79832_cov_9.821675
I17V	47448	NODE_2802_length_47548_cov_9.024481
I17V	67325	NODE_27478_length_67176_cov_9.421163
I17V	33110	NODE_18149_length_33198_cov_9.133020
I17V	276338	NODE_22153_length_277720_cov_9.408210
I17V	287650	NODE_20261_length_288786_cov_9.523038
I17V	51796	NODE_17788_length_51881_cov_9.627109
I17V	43336	NODE_3202_length_43378_cov_9.244617
I17V	110744	NODE_24977_length_111047_cov_9.296677
I17V	91290	NODE_10370_length_91661_cov_9.159762
I17V	204386	NODE_36821_length_204762_cov_9.525659
I17V	282385	NODE_12087_length_283198_cov_9.661548
I17V	63467	NODE_22452_length_63482_cov_9.235453
I17V	145660	NODE_5537_length_145939_cov_9.508000
I17V	99142	NODE_10844_length_99500_cov_9.449759
I17V	168171	NODE_12393_length_168894_cov_9.319040
I17V	82823	NODE_65974_length_83290_cov_9.009870
I17V	180440	NODE_12783_length_181062_cov_9.398361
I17V	168809	NODE_22247_length_169430_cov_9.177802
I17V	138342	NODE_5266_length_138809_cov_10.556231
I17V	98559	NODE_20895_length_98705_cov_9.333326
I17V	45607	NODE_11498_length_45675_cov_9.382134
I17V	103562	NODE_9697_length_104238_cov_10.261488
I17V	65476	NODE_32175_length_65671_cov_9.334546
I17V	111585	NODE_43003_length_112384_cov_9.448738
I17V	105191	NODE_37550_length_105651_cov_9.301616
I17V	75309	NODE_47260_length_75430_cov_9.212555
I17V	81303	NODE_23870_length_81477_cov_9.342489
I17V	148698	NODE_13633_length_148902_cov_9.584371
I17V	61825	NODE_27238_length_61986_cov_9.404091
I17V	21141	NODE_18135_length_21095_cov_9.664375
I17V	107295	NODE_42553_length_107515_cov_9.573064
I17V	234069	NODE_12936_length_234660_cov_9.339249
I17V	177303	NODE_22021_length_178048_cov_9.119344
I17V	93871	NODE_34959_length_94287_cov_9.562453
I17V	27558	NODE_23598_length_27458_cov_10.192367
I17V	68133	NODE_40739_length_68115_cov_9.834324
I17V	7519	NODE_630_length_7409_cov_9.518153
I17V	12002	NODE_32291_length_11950_cov_8.829623
I17V	91746	NODE_23924_length_92099_cov_9.229395
I17V	120535	NODE_24099_length_120794_cov_9.249218
I17V	127388	NODE_30610_length_127713_cov_9.381104
I17V	53772	NODE_26764_length_53907_cov_9.355390
I17V	158138	NODE_11981_length_158822_cov_9.307848
I17V	75667	NODE_13556_length_75996_cov_9.367756
I17V	87990	NODE_52442_length_88287_cov_9.237861
I17V	285825	NODE_21554_length_286479_cov_9.575494
I17V	76709	NODE_8985_length_77179_cov_9.027650
I17V	348917	NODE_12415_length_350410_cov_9.338895
I17V	126988	NODE_29362_length_127708_cov_9.104512
I17V	281837	NODE_56132_length_282997_cov_9.663551
I17V	565865	NODE_5522_length_568138_cov_9.429422
I17V	239260	NODE_14295_length_240145_cov_9.647408
I17V	102497	NODE_5535_length_102841_cov_9.278634
I17V	602306	NODE_28583_length_604712_cov_9.194314
I17V	276497	NODE_59109_length_277302_cov_9.401508
I17V	230314	NODE_19634_length_230552_cov_10.272446
I17V	206485	NODE_9594_length_207364_cov_9.156507
I17V	69480	NODE_13751_length_69666_cov_9.159030
I17V	27805	NODE_7595_length_27695_cov_9.317711
I17V	138059	NODE_1300_length_138479_cov_9.737426
I17V	66896	NODE_12085_length_67378_cov_9.266972
I17V	82474	NODE_9672_length_82483_cov_8.952039
I17V	178538	NODE_24234_length_179366_cov_9.391886
I17V	26705	NODE_8905_length_26639_cov_8.880063
I17V	171571	NODE_31415_length_172175_cov_9.318165
I17V	11848	NODE_12932_length_11914_cov_10.103492
I17V	87555	NODE_977_length_87750_cov_9.512057
I17V	34563	NODE_40071_length_34542_cov_9.054513
I17V	721722	NODE_23143_length_724747_cov_9.287936
I17V	14043	NODE_6556_length_13976_cov_10.165426
I17V	10317	NODE_28116_length_10207_cov_8.937592
I17V	95474	NODE_23993_length_95667_cov_9.376086
I17V	97751	NODE_38309_length_98060_cov_9.291444
I17V	123803	NODE_40827_length_124413_cov_8.993473
I17V	49725	NODE_22321_length_49765_cov_9.815533
I17V	197327	NODE_19608_length_198622_cov_9.234939
I17V	84697	NODE_6232_length_84875_cov_9.534020
I17V	103314	NODE_32226_length_103339_cov_9.351310
I17V	78302	NODE_34880_length_78401_cov_9.555924
I17V	411481	NODE_47691_length_412638_cov_9.351606
I17V	171761	NODE_12233_length_172291_cov_9.343100
I17V	120425	NODE_24310_length_120649_cov_9.464405
I17V	336165	NODE_44653_length_337597_cov_9.520627
I17V	87923	NODE_23148_length_88201_cov_9.530743
I17V	25952	NODE_31018_length_26160_cov_8.906958
I17V	82987	NODE_16282_length_83353_cov_9.143942
I17V	146637	NODE_13868_length_147162_cov_9.478024
I17V	22461	NODE_38051_length_22317_cov_10.066273
I17V	53058	NODE_21881_length_53050_cov_9.571404
I17V	108247	NODE_2586_length_108660_cov_9.470578
I17V	63640	NODE_3470_length_63773_cov_9.717592
I17V	36945	NODE_13440_length_37138_cov_8.930367
I17V	82970	NODE_43849_length_83117_cov_9.605700
I17V	86538	NODE_20283_length_86862_cov_9.380604
I17V	105682	NODE_15260_length_106093_cov_9.571140
I17V	123634	NODE_34595_length_124160_cov_9.478930
I17V	25379	NODE_23252_length_25311_cov_9.893485
I17V	92649	NODE_38804_length_92919_cov_8.935073
I17V	37716	NODE_13721_length_37695_cov_9.648415
I17V	20629	NODE_11667_length_20527_cov_8.691772
I17V	63840	NODE_23150_length_64248_cov_9.472482
I17V	318854	NODE_26393_length_320300_cov_9.275311
I17V	215212	NODE_40881_length_215903_cov_9.406280
I17V	147844	NODE_17077_length_148453_cov_9.161883
I17V	119127	NODE_3634_length_119308_cov_9.334630
I17V	177500	NODE_32652_length_178954_cov_9.284397
I17V	165750	NODE_254_length_166497_cov_9.255698
I17V	4684	NODE_1179_length_4574_cov_9.033450
I17V	105803	NODE_23586_length_105864_cov_10.516304
I17V	173142	NODE_13842_length_173268_cov_10.514324
I17V	102946	NODE_13675_length_103348_cov_10.856843
I17V	240519	NODE_20690_length_241386_cov_9.173444
I17V	126524	NODE_29941_length_127013_cov_9.549747
I17V	75007	NODE_10908_length_75446_cov_10.073642
I17V	155715	NODE_29231_length_155913_cov_9.683670
I17V	114675	NODE_20855_length_115102_cov_9.193915
I17V	115827	NODE_22414_length_115977_cov_9.375531
I17V	251001	NODE_49465_length_251537_cov_9.781718
I17V	88714	NODE_28323_length_89303_cov_9.602723
I17V	18491	NODE_2048_length_18381_cov_9.282302
I17V	64969	NODE_10261_length_65153_cov_8.980186
I17V	109859	NODE_24368_length_110093_cov_9.289909
I17V	21598	NODE_16032_length_21666_cov_9.516662
I17V	159536	NODE_35084_length_160651_cov_9.360234
I17V	152463	NODE_20916_length_152720_cov_9.384619
I17V	284192	NODE_37191_length_285682_cov_9.475365
I17V	57557	NODE_9700_length_57691_cov_9.297153
I17V	214111	NODE_32409_length_215073_cov_9.237245
I17V	159600	NODE_31939_length_160053_cov_9.287998
I17V	269528	NODE_34091_length_270253_cov_9.135791
I17V	94552	NODE_29696_length_94866_cov_9.487087
I17V	167743	NODE_42482_length_167977_cov_9.350953
I17V	49962	NODE_29978_length_49949_cov_9.223768
I17V	110595	NODE_31802_length_111044_cov_9.369061
I17V	90268	NODE_27918_length_90899_cov_9.198165
I17V	238986	NODE_22815_length_239927_cov_9.453317
I17V	23188	NODE_12009_length_23229_cov_8.660683
I17V	97716	NODE_24171_length_98004_cov_9.483051
I17V	73202	NODE_28746_length_73297_cov_9.483935
I17V	22367	NODE_3012_length_22257_cov_10.004628
I17V	107031	NODE_1911_length_107164_cov_9.712255
I17V	23279	NODE_22546_length_23221_cov_9.944059
I17V	53257	NODE_21647_length_53324_cov_10.299471
I17V	467119	NODE_33069_length_469119_cov_9.612642
I17V	163761	NODE_38325_length_164589_cov_9.104831
I17V	554	NODE_19153_length_444_cov_14.045045
I17V	40205	NODE_25391_length_40388_cov_8.727147
I17V	165306	NODE_32037_length_165704_cov_9.471051
I17V	38726	NODE_740_length_38780_cov_9.984709
I17V	89873	NODE_24273_length_90106_cov_9.491121
I17V	94719	NODE_11389_length_95110_cov_9.536632
I17V	144587	NODE_44384_length_145181_cov_9.223624
I17V	78906	NODE_32583_length_78799_cov_9.375144
I17V	193449	NODE_38907_length_193706_cov_9.481281
I17V	62064	NODE_10064_length_62126_cov_9.279207
I17V	157068	NODE_53175_length_157270_cov_9.457621
I17V	16004	NODE_23139_length_15947_cov_9.990782
I17V	147011	NODE_22871_length_147348_cov_9.690821
I17V	203908	NODE_37298_length_204664_cov_9.360161
I17V	4583	NODE_9589_length_4473_cov_9.013861
I17V	89088	NODE_11140_length_89494_cov_9.759872
I17V	39516	NODE_31952_length_39520_cov_9.020977
I17V	295408	NODE_27559_length_296632_cov_9.311801
I17V	176724	NODE_49360_length_177690_cov_9.281074
I17V	128324	NODE_8911_length_128736_cov_9.654409
I17V	398472	NODE_8744_length_400377_cov_9.503833
I17V	66000	NODE_9631_length_65988_cov_9.243287
I17V	172334	NODE_38498_length_172613_cov_9.368953
I17V	241616	NODE_16439_length_242551_cov_9.384925
I17V	236798	NODE_17515_length_237507_cov_9.546574
I17V	123665	NODE_1924_length_124424_cov_9.418842
I17V	171329	NODE_13374_length_172140_cov_9.183211
I17V	48886	NODE_8494_length_48907_cov_9.221502
I17V	324828	NODE_20044_length_326113_cov_9.385394
I17V	426746	NODE_53621_length_428238_cov_9.417373
I17V	60128	NODE_31225_length_60404_cov_9.111449
I17V	22119	NODE_21017_length_22146_cov_9.686309
I17V	29027	NODE_13258_length_29330_cov_9.116707
I17V	69934	NODE_20596_length_70357_cov_8.918288
I17V	20465	NODE_16226_length_20506_cov_9.560421
I17V	149763	NODE_32239_length_150646_cov_9.213242
I17V	281004	NODE_41518_length_281424_cov_9.871408
I17V	61975	NODE_14573_length_61922_cov_9.473225
I17V	121647	NODE_16853_length_121990_cov_9.401189
I17V	34664	NODE_2838_length_34645_cov_9.194949
I17V	169523	NODE_32187_length_170008_cov_9.816915
I17V	37653	NODE_6101_length_37671_cov_9.055639
I17V	27734	NODE_44108_length_27789_cov_9.780921
I17V	703295	NODE_3624_length_705942_cov_9.496901
I17V	437229	NODE_22915_length_438880_cov_9.138359
I17V	110769	NODE_3003_length_110954_cov_9.414424
I17V	67711	NODE_22531_length_67900_cov_9.714860
I17V	36434	NODE_29236_length_36482_cov_8.861028
I17V	104137	NODE_50636_length_104582_cov_9.216643
I17V	142996	NODE_2044_length_143329_cov_9.460611
I17V	40928	NODE_4645_length_40918_cov_9.580967
I17V	152127	NODE_5265_length_152675_cov_9.373348
I17V	30254	NODE_11153_length_29988_cov_9.828865
I17V	68112	NODE_13560_length_68241_cov_11.152137
I17V	40526	NODE_24715_length_40711_cov_9.354081
I17V	35704	NODE_18627_length_35657_cov_9.604509
I17V	201546	NODE_42750_length_202332_cov_9.439046
I17V	146999	NODE_22962_length_146920_cov_9.930030
I17V	52476	NODE_32450_length_52485_cov_9.047785
I17V	80183	NODE_28107_length_79972_cov_10.319262
I17V	116878	NODE_20365_length_117477_cov_9.184368
I17V	2932	NODE_222_length_2822_cov_370.450043
I17V	107895	NODE_24623_length_108159_cov_9.385821
I17V	232532	NODE_4138_length_232978_cov_9.253654
I17V	64720	NODE_44034_length_65067_cov_9.334624
I17V	831	NODE_215_length_721_cov_357.708740
I17V	47216	NODE_26447_length_47420_cov_8.877119
I17V	142470	NODE_17398_length_142685_cov_9.451975
I17V	96616	NODE_13497_length_97371_cov_9.153413
I17V	293111	NODE_55496_length_294226_cov_9.289740
I17V	68227	NODE_21322_length_68336_cov_9.785135
I17V	54595	NODE_11271_length_54652_cov_10.275288
I17V	36575	NODE_1947_length_36541_cov_9.166033
I17V	92383	NODE_12445_length_92629_cov_9.132313
I17V	154843	NODE_4148_length_155328_cov_9.532460
I17V	102592	NODE_19422_length_103068_cov_9.248942
I17V	34826	NODE_38358_length_34716_cov_9.515440
I17V	59283	NODE_38925_length_59381_cov_9.401475
I17V	51226	NODE_5257_length_51216_cov_8.879295
I17V	422761	NODE_32276_length_423851_cov_9.316807
I17V	55887	NODE_10251_length_55944_cov_9.288110
I17V	87192	NODE_23830_length_87619_cov_9.661717
I17V	50466	NODE_26280_length_50631_cov_8.714799
I17V	46126	NODE_44420_length_46454_cov_8.707151
I17V	537530	NODE_24088_length_539630_cov_9.320217
I17V	51844	NODE_19232_length_51897_cov_9.675261
I17V	66097	NODE_16173_length_66511_cov_9.610606
I17V	38551	NODE_31200_length_38629_cov_9.819255
I17V	176633	NODE_19347_length_177173_cov_9.223155
I17V	271233	NODE_2882_length_272477_cov_9.341490
I17V	129477	NODE_24053_length_130134_cov_9.317849
I17V	9175	NODE_14815_length_8957_cov_11.179413
I17V	134446	NODE_17102_length_135076_cov_9.583198
I17V	223800	NODE_11020_length_224466_cov_9.435942
I17V	126186	NODE_23240_length_126653_cov_9.965212
I17V	8525	NODE_8523_length_8409_cov_9.512903
I17V	71958	NODE_6516_length_72265_cov_9.352384
I17V	76785	NODE_21915_length_77141_cov_9.180643
I17V	41232	NODE_20099_length_41192_cov_9.733006
I17V	314466	NODE_12993_length_315935_cov_9.420574
I17V	142047	NODE_19366_length_142428_cov_9.469465
I17V	81238	NODE_13660_length_81331_cov_9.486259
I17V	147268	NODE_29599_length_147428_cov_9.447832
I17V	220606	NODE_43374_length_221650_cov_9.274220
I17V	74931	NODE_3390_length_75326_cov_9.338356
I17V	107517	NODE_23256_length_107581_cov_9.364125
I17V	135144	NODE_16969_length_135599_cov_9.332797
I17V	133057	NODE_23964_length_133356_cov_9.727129
I17V	160416	NODE_25782_length_161339_cov_9.135695
I17V	185670	NODE_16377_length_186808_cov_9.376879
I17V	459630	NODE_4475_length_461154_cov_9.333777
I17V	133097	NODE_13383_length_133901_cov_9.097341
I17V	106381	NODE_31301_length_106685_cov_9.877396
I17V	574054	NODE_31437_length_576359_cov_9.357670
I17V	59463	NODE_29773_length_59610_cov_9.428149
I17V	70826	NODE_24547_length_71009_cov_9.571871
I17V	550387	NODE_24515_length_553023_cov_9.357633
I17V	114478	NODE_27839_length_114904_cov_9.533062
I17V	248479	NODE_21398_length_249404_cov_9.198995
I17V	295072	NODE_24472_length_295858_cov_9.410664
I17V	14141	NODE_31758_length_14055_cov_9.347136
I17V	126451	NODE_13661_length_126741_cov_9.533845
I17V	62492	NODE_14133_length_62637_cov_9.505420
I17V	182864	NODE_22804_length_183662_cov_9.388022
I17V	93909	NODE_18967_length_94386_cov_8.980251
I17V	67328	NODE_22548_length_67696_cov_9.043179
I17V	54685	NODE_30863_length_54504_cov_9.647989
I17V	139144	NODE_23548_length_139411_cov_9.080359
I17V	67166	NODE_21177_length_67723_cov_9.470889
I17V	114071	NODE_21815_length_114011_cov_9.089544
I17V	77449	NODE_14696_length_77558_cov_9.306867
I17V	148423	NODE_3892_length_148977_cov_9.397108
I17V	28378	NODE_3761_length_28434_cov_9.005381
I17V	397170	NODE_24198_length_399042_cov_9.273806
I17V	41881	NODE_22677_length_42204_cov_9.259833
I17V	84954	NODE_13294_length_84966_cov_9.010592
I17V	139918	NODE_23428_length_140434_cov_9.203547
I17V	8267	NODE_8947_length_8134_cov_10.558397
I17V	37784	NODE_13200_length_38077_cov_9.148909
I17V	75596	NODE_13862_length_75860_cov_8.966767
I17V	60482	NODE_30565_length_60440_cov_10.308389
I17V	76554	NODE_30792_length_76666_cov_10.412947
I17V	166752	NODE_11107_length_167004_cov_9.329381
I17V	9029	NODE_1570_length_8919_cov_9.699069
I17V	180475	NODE_43408_length_181309_cov_9.239122
I17V	119377	NODE_11843_length_119730_cov_9.289694
I17V	99979	NODE_16685_length_100441_cov_9.514680
I17V	98789	NODE_23940_length_99355_cov_9.693090
I17V	290198	NODE_46667_length_291164_cov_9.505976
I17V	147015	NODE_26108_length_147607_cov_9.221629
I17V	303068	NODE_25455_length_304202_cov_9.623720
I17V	119569	NODE_19774_length_119655_cov_9.886223
I17V	37580	NODE_29961_length_37713_cov_9.229098
I17V	59946	NODE_44859_length_60101_cov_9.843364
I17V	49342	NODE_5638_length_49632_cov_9.341896
I17V	71577	NODE_12664_length_71802_cov_9.608841
I17V	34250	NODE_20564_length_34275_cov_8.589526
I17V	615942	NODE_17153_length_617906_cov_9.525179
I17V	418921	NODE_44432_length_420808_cov_9.452291
I17V	97236	NODE_42314_length_97797_cov_9.484463
I17V	29060	NODE_12448_length_29110_cov_9.192409
I17V	159128	NODE_23394_length_159615_cov_8.904620
I17V	39210	NODE_24139_length_39433_cov_9.339132
I17V	96700	NODE_57142_length_96687_cov_9.316278
I17V	85927	NODE_10706_length_86466_cov_9.478535
I17V	151074	NODE_44604_length_152043_cov_9.238867
I17V	113099	NODE_23758_length_113384_cov_9.028028
